play_id,game_id,season,week,season_type,home_team,away_team,play_deleted,touchdown,pass_touchdown,rush_touchdown,return_touchdown,interception,fumble,fumble_lost,kickoff_attempt,punt_attempt,punt_blocked,field_goal_attempt,extra_point_attempt,two_point_attempt,defensive_two_point_conv,defensive_extra_point_conv,safety,special,special_teams_play,play_type,play_type_nfl,posteam,defteam,td_team,td_player_id,return_team,fumble_recovery_1_team,fumble_recovery_2_team,fumbled_1_team,fumbled_2_team,field_goal_result,extra_point_result,two_point_conv_result,st_play_type,posteam_score,defteam_score,posteam_score_post,defteam_score_post
1,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,,,,,,,,,,,,,,,,,0,0,,GAME_START,,,,,,,,,,,,,,,,,
40,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,kickoff,KICK_OFF,CLE,PIT,,,CLE,,,,,,,,,0,0,0,0
56,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,INTERCEPTION,CLE,PIT,PIT,00-0036333,PIT,,,,,,,,,0,0,0,6
84,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,extra_point,XP_KICK,PIT,CLE,,,,,,,,,good,,,6,0,7,0
99,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,kickoff,KICK_OFF,CLE,PIT,,,CLE,,,,,,,,,0,7,0,7
122,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,0,7,0,7
156,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_play,TIMEOUT,,,,,,,,,,,,,,,,,
144,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,0,7,0,7
176,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,0,7,0,7
206,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,0,7,0,7
230,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,0,7,0,7
255,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,0,7,0,7
280,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,0,7,0,7
302,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,0,7,0,7
324,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_play,PENALTY,CLE,PIT,,,,,,,,,,,,0,7,0,7
357,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,0,7,0,7
384,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,0,7,0,7
412,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,field_goal,FIELD_GOAL,CLE,PIT,,,,,,,,made,,,,0,7,3,7
432,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,kickoff,KICK_OFF,PIT,CLE,,,PIT,,,,,,,,,7,3,7,3
467,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,,,,,,,,,7,3,7,3
497,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,,,,,,,,,7,3,7,3
520,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,INTERCEPTION,PIT,CLE,,,CLE,,,,,,,,,7,3,7,3
547,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,SACK,CLE,PIT,,,,,,,,,,,,3,7,3,7
567,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,3,7,3,7
592,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,3,7,3,7
615,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,field_goal,FIELD_GOAL,CLE,PIT,,,,,,,,missed,,,,3,7,3,7
636,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,PIT,CLE,,,,,,,,,,,,7,3,7,3
665,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,PIT,CLE,,,,,,,,,,,,7,3,7,3
687,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_play,PENALTY,PIT,CLE,,,,,,,,,,,,7,3,7,3
711,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,,,,,,,,,7,3,7,3
736,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,punt,PUNT,PIT,CLE,,,CLE,,,,,,,,,7,3,7,3
756,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,3,7,3,7
785,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,3,7,3,7
807,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,3,7,3,7
843,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,3,7,3,7
865,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,3,7,3,7
887,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,3,7,3,7
911,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,3,7,3,7
946,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,PIT,,CLE,,,,,,3,7,3,7
1047,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_play,PENALTY,PIT,CLE,,,,,,,,,,,,7,3,7,3
1071,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,CLE,,PIT,CLE,,,,,7,3,7,3
1121,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,3,7,3,7
1143,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,,,,,,,,,,,,,,,,,0,0,,END_QUARTER,CLE,PIT,,,,,,,,,,,,3,7,3,7
1163,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,3,7,3,7
1188,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,3,7,3,7
1216,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,CLE,00-0037267,,,,,,,,,,3,7,9,7
1249,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_play,PENALTY,CLE,PIT,,,,,,,,,,,,9,7,9,7
1275,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,run,PAT2,CLE,PIT,,,,,,,,,,success,,9,7,11,7
1288,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,kickoff,KICK_OFF,PIT,CLE,,,PIT,,,,,,,,,7,11,7,11
1304,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,,,,,,,,,7,11,7,11
1329,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,PIT,CLE,,,,,,,,,,,,7,11,7,11
1351,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,,,,,,,,,7,11,7,11
1385,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,PIT,CLE,,,,,,,,,,,,7,11,7,11
1407,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,,,,,,,,,7,11,7,11
1435,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,,,,,,,,,7,11,7,11
1458,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,punt,PUNT,PIT,CLE,,,CLE,,,,,,,,,7,11,7,11
1478,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,11,7,11,7
1508,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,SACK,CLE,PIT,,,,,,,,,,,,11,7,11,7
1539,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,11,7,11,7
1562,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,punt,PUNT,CLE,PIT,,,PIT,,,,,,,,,11,7,11,7
1588,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,PIT,CLE,,,,,,,,,,,,7,11,7,11
1615,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,,,,,,,,,7,11,7,11
1640,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,,,,,,,,,7,11,7,11
1663,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,field_goal,FIELD_GOAL,PIT,CLE,,,,,,,,made,,,,7,11,10,11
1683,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,kickoff,KICK_OFF,CLE,PIT,,,CLE,,,,,,,,,11,10,11,10
1699,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,11,10,11,10
1721,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,CLE,PIT,,,,,,,,,,,,11,10,11,10
1743,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,CLE,PIT,,,,,,,,,,,,11,10,11,10
1766,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,punt,PUNT,CLE,PIT,,,PIT,,,,,,,,,11,10,11,10
1786,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,PIT,CLE,,,,,,,,,,,,10,11,10,11
1815,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,,,,,,,,,10,11,10,11
1838,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,,,,,,,,,,,,10,11,10,11
1863,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass,PASS,PIT,CLE,PIT,00-0037247,,,,,,,,,,10,11,16,11
1889,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_play,PENALTY,PIT,CLE,,,,,,,,,,,,16,11,16,11
1909,2023_02_CLE_PIT,2023,2,REG,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,run,PAT2,PIT,CLE,,,,,,,,,,failure,,16,11,16,11
