play_id,game_id,season,week,season_type,home_team,away_team,play_deleted,touchdown,pass_touchdown,rush_touchdown,return_touchdown,interception,fumble,fumble_lost,kickoff_attempt,punt_attempt,punt_blocked,field_goal_attempt,extra_point_attempt,two_point_attempt,defensive_two_point_conv,defensive_extra_point_conv,safety,special,special_teams_play,play_type,play_type_nfl,posteam,defteam,td_team,td_player_id,return_team,fumble_recovery_1_team,fumble_recovery_2_team,fumbled_1_team,fumbled_2_team,field_goal_result,extra_point_result,two_point_conv_result,st_play_type,posteam_score,defteam_score,posteam_score_post,defteam_score_post,fumble_recovery_1_player_id,fumble_recovery_2_player_id,fumbled_1_player_id,fumbled_2_player_id
3665,2024_09_LA_SEA,2024,9,REG,SEA,LA,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,pass,INTERCEPTION,SEA,LA,LA,00-0039834,LA,LA,,LA,,,,,,13,13,13,19,00-0039834,,00-0039834,
4224,2025_05_TEN_ARI,2025,5,REG,ARI,TEN,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,pass,INTERCEPTION,TEN,ARI,TEN,00-0032211,ARI,TEN,,ARI,,,,,,12,21,18,21,00-0032211,,00-0039864,
