play_id,game_id,season,week,season_type,home_team,away_team,play_deleted,touchdown,pass_touchdown,rush_touchdown,return_touchdown,interception,fumble,fumble_lost,kickoff_attempt,punt_attempt,punt_blocked,field_goal_attempt,extra_point_attempt,two_point_attempt,defensive_two_point_conv,defensive_extra_point_conv,safety,special,special_teams_play,play_type,play_type_nfl,posteam,defteam,td_team,td_player_id,return_team,fumble_recovery_1_team,fumble_recovery_2_team,fumbled_1_team,fumbled_2_team,field_goal_result,extra_point_result,two_point_conv_result,st_play_type,posteam_score,defteam_score,posteam_score_post,defteam_score_post,fumble_recovery_1_player_id,fumble_recovery_2_player_id,fumbled_1_player_id,fumbled_2_player_id
690,2022_06_SF_ATL,2022,6,REG,ATL,SF,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,run,RUSH,SF,ATL,ATL,00-0036302,,ATL,ATL,SF,ATL,,,,,0,7,0,13,00-0036285,00-0036302,00-0034115,00-0036285
